fecha,fuente
2021-06-02,https://www.facebook.com/Sedeslp/posts/4225437617477238
2021-06-03,https://www.facebook.com/Sedeslp/posts/4229068123780854
2021-06-04,https://www.facebook.com/Sedeslp/posts/4229731990381134
2021-06-05,https://www.facebook.com/Sedeslp/posts/4232605956760404
2021-06-06,https://www.facebook.com/Sedeslp/posts/4235391293148537
2021-06-07,https://www.facebook.com/Sedeslp/posts/4239751479379185
2021-06-08,https://www.facebook.com/Sedeslp/posts/4241196715901328
2021-06-09,https://www.facebook.com/Sedeslp/posts/4244031698951163
2021-06-10,https://www.facebook.com/Sedeslp/posts/4246819878672345
2021-06-11,https://www.facebook.com/Sedeslp/posts/4250728814948118
2021-06-12,https://www.facebook.com/Sedeslp/posts/4253736084647391
2021-06-13,https://www.facebook.com/Sedeslp/posts/4254969821190684
2021-06-14,https://www.facebook.com/Sedeslp/posts/4258644260823240
2021-06-15,https://www.facebook.com/Sedeslp/posts/4260249413996058
2021-06-16,https://www.facebook.com/Sedeslp/posts/4262939847060348
2021-06-17,https://www.facebook.com/Sedeslp/posts/4265668143454185
2021-06-18,https://www.facebook.com/Sedeslp/posts/4269150093105990
2021-06-19,https://www.facebook.com/Sedeslp/posts/4271536416200691
2021-06-20,https://www.facebook.com/Sedeslp/posts/4274194059268260
2021-06-21,https://www.facebook.com/Sedeslp/posts/4276791659008500
2021-06-22,https://www.facebook.com/Sedeslp/posts/4279896915364641
2021-06-23,https://www.facebook.com/Sedeslp/posts/4282638225090510
2021-06-24,https://www.facebook.com/Sedeslp/posts/4285474971473502
2021-06-25,https://www.facebook.com/Sedeslp/posts/4291355510885448
2021-06-26,https://www.facebook.com/Sedeslp/posts/4291208734233459
2021-06-27,https://www.facebook.com/Sedeslp/posts/4293912543963078
2021-06-28,https://www.facebook.com/Sedeslp/posts/4296523910368608
2021-06-29,https://www.facebook.com/Sedeslp/posts/4299283940092605
2021-06-30,
2021-07-01,https://docs.google.com/file/d/1v_HJ7ueQ2g0SY3DKgQVk6ypcrIbC3XZT/
2021-07-02,https://drive.google.com/file/d/1FztecHURj-frfgl_IkDYVPMbirAt2E4w/
2021-07-03,https://drive.google.com/file/d/1oeZ5g53uI3KBhLyq-WLnym5xFMOMrGMg
2021-07-04,https://drive.google.com/file/d/1YbCp74jUhVST8P6dL1EvlbC4_0ZVWemk
2021-07-05,https://drive.google.com/file/d/1iTIpH2SxMsl65Nav6daR18CfFdd9fh00/
2021-07-06,https://drive.google.com/file/d/1fusUpWTMHmHuHE5BPm8Nag6PU7LIaKId/
2021-07-07,https://drive.google.com/file/d/13qw44LK1RsSjMlfZ-lFRH0Q30CCh6ib8
2021-07-08,https://drive.google.com/file/d/1w46665Z5-HlESbeYLYXsg15F_LDWDA57
2021-07-09,https://drive.google.com/file/d/1X_vBP5aHKvK0url1oIC4zggq0rTynKvh
2021-07-10,https://drive.google.com/file/d/1MQDZoEVDSaIsLz89ypag_BdPwXLyF7SZ
2021-07-11,https://drive.google.com/file/d/1W-Y6BNWf2TzqySj7tyPlPV_VHGbVpQOC
